graph_size_n,total_edges,total_iterations,total_algorithm_time,avg_iteration_time,total_dijkstra_time,avg_dijkstra_time,total_vertices_processed,avg_vertices_per_dijkstra,min_iteration_time,max_iteration_time,std_iteration_time,min_dijkstra_time,max_dijkstra_time,std_dijkstra_time,avg_path_length,min_path_length,max_path_length,avg_path_weight,total_potential_updates,avg_potential_updates
500,250000,500,0.414267,0.000829,0.172197,0.000344,500000,1000.000000,0.000675,0.001054,0.000034,0.000170,0.000421,0.000032,5.060000,2,70,2415.806000,500000,1000.000000
500,250000,500,0.415641,0.000831,0.173120,0.000346,500000,1000.000000,0.000687,0.001099,0.000034,0.000169,0.000427,0.000030,5.688000,2,64,-708092.714000,500000,1000.000000
500,250000,500,0.418356,0.000837,0.173980,0.000348,500000,1000.000000,0.000671,0.001062,0.000032,0.000169,0.000421,0.000030,5.180000,2,84,2793.754000,500000,1000.000000
500,250000,500,0.418670,0.000837,0.174353,0.000349,500000,1000.000000,0.000680,0.001074,0.000034,0.000170,0.000434,0.000032,5.032000,2,76,-626699.932000,500000,1000.000000
500,250000,500,0.412510,0.000825,0.171034,0.000342,500000,1000.000000,0.000679,0.001085,0.000036,0.000169,0.000417,0.000033,4.928000,2,84,2535.746000,500000,1000.000000
500,250000,500,0.417574,0.000835,0.174370,0.000349,500000,1000.000000,0.000673,0.001090,0.000035,0.000173,0.000529,0.000033,5.280000,2,56,-657083.134000,500000,1000.000000
500,250000,500,0.414349,0.000829,0.172292,0.000345,500000,1000.000000,0.000674,0.001061,0.000035,0.000177,0.000414,0.000033,5.060000,2,62,2750.370000,500000,1000.000000
500,250000,500,0.417283,0.000835,0.173381,0.000347,500000,1000.000000,0.000686,0.001093,0.000034,0.000172,0.000434,0.000032,4.792000,2,60,-596255.076000,500000,1000.000000
500,250000,500,0.414081,0.000828,0.171554,0.000343,500000,1000.000000,0.000674,0.001088,0.000039,0.000170,0.000425,0.000036,5.236000,2,50,2421.704000,500000,1000.000000
500,250000,500,0.418227,0.000836,0.173724,0.000347,500000,1000.000000,0.000685,0.001096,0.000035,0.000172,0.000439,0.000033,5.024000,2,50,-625622.668000,500000,1000.000000
500,250000,500,0.414186,0.000828,0.172476,0.000345,500000,1000.000000,0.000678,0.001044,0.000032,0.000172,0.000420,0.000030,4.676000,2,46,2433.318000,500000,1000.000000
500,250000,500,0.416623,0.000833,0.173144,0.000346,500000,1000.000000,0.000681,0.001151,0.000036,0.000174,0.000468,0.000034,5.464000,2,76,-679901.326000,500000,1000.000000
500,250000,500,0.417165,0.000834,0.173363,0.000347,500000,1000.000000,0.000680,0.001056,0.000033,0.000168,0.000431,0.000032,5.652000,2,80,2503.076000,500000,1000.000000
500,250000,500,0.416911,0.000834,0.173364,0.000347,500000,1000.000000,0.000682,0.001074,0.000033,0.000171,0.000416,0.000031,5.312000,2,82,-661201.510000,500000,1000.000000
500,250000,500,0.411816,0.000824,0.171584,0.000343,500000,1000.000000,0.000677,0.001077,0.000037,0.000172,0.000420,0.000032,4.824000,2,58,2302.810000,500000,1000.000000
500,250000,500,0.417583,0.000835,0.173294,0.000347,500000,1000.000000,0.000675,0.001063,0.000035,0.000168,0.000444,0.000034,4.824000,2,58,-600970.322000,500000,1000.000000
500,250000,500,0.413409,0.000827,0.172484,0.000345,500000,1000.000000,0.000677,0.001055,0.000037,0.000172,0.000437,0.000031,5.712000,2,94,2719.042000,500000,1000.000000
500,250000,500,0.418716,0.000837,0.173787,0.000348,500000,1000.000000,0.000678,0.001108,0.000033,0.000170,0.000429,0.000031,5.224000,2,100,-650494.346000,500000,1000.000000
500,250000,500,0.417511,0.000835,0.173608,0.000347,500000,1000.000000,0.000679,0.001128,0.000036,0.000174,0.000444,0.000033,4.996000,2,46,2482.674000,500000,1000.000000
500,250000,500,0.417305,0.000835,0.174085,0.000348,500000,1000.000000,0.000678,0.001075,0.000031,0.000172,0.000416,0.000029,5.144000,2,46,-640504.318000,500000,1000.000000
500,250000,500,0.410360,0.000821,0.170078,0.000340,500000,1000.000000,0.000674,0.001050,0.000037,0.000172,0.000415,0.000033,5.192000,2,72,2360.982000,500000,1000.000000
500,250000,500,0.418141,0.000836,0.174006,0.000348,500000,1000.000000,0.000676,0.001106,0.000034,0.000170,0.000425,0.000032,5.364000,2,112,-667829.662000,500000,1000.000000
500,250000,500,0.417628,0.000835,0.174041,0.000348,500000,1000.000000,0.000679,0.001071,0.000032,0.000169,0.000424,0.000031,5.380000,2,72,2576.032000,500000,1000.000000
500,250000,500,0.422162,0.000844,0.175503,0.000351,500000,1000.000000,0.000684,0.001090,0.000047,0.000171,0.000442,0.000032,4.892000,2,70,-609268.934000,500000,1000.000000
500,250000,500,0.415534,0.000831,0.173134,0.000346,500000,1000.000000,0.000688,0.001063,0.000034,0.000171,0.000424,0.000032,5.164000,2,70,2489.184000,500000,1000.000000
500,250000,500,0.417867,0.000836,0.173325,0.000347,500000,1000.000000,0.000671,0.001110,0.000035,0.000170,0.000467,0.000032,4.960000,2,82,-617653.502000,500000,1000.000000
500,250000,500,0.416942,0.000834,0.173202,0.000346,500000,1000.000000,0.000678,0.001054,0.000031,0.000170,0.000413,0.000030,4.880000,2,60,2444.956000,500000,1000.000000
500,250000,500,0.411984,0.000824,0.171147,0.000342,500000,1000.000000,0.000685,0.001119,0.000037,0.000176,0.000419,0.000032,4.708000,2,58,-586336.286000,500000,1000.000000
1000,1000000,1000,3.121463,0.003121,1.169118,0.001169,2000000,2000.000000,0.002784,0.004907,0.000092,0.000758,0.001365,0.000070,5.480000,2,124,5886.644000,2000000,2000.000000
1000,1000000,1000,3.090076,0.003090,1.150085,0.001150,2000000,2000.000000,0.002718,0.004869,0.000100,0.000749,0.001340,0.000081,5.220000,2,116,-2604930.501000,2000000,2000.000000
1000,1000000,1000,3.104344,0.003104,1.155137,0.001155,2000000,2000.000000,0.002675,0.004482,0.000092,0.000719,0.001370,0.000079,5.372000,2,84,5179.984000,2000000,2000.000000
1000,1000000,1000,3.114058,0.003114,1.163408,0.001163,2000000,2000.000000,0.002699,0.004520,0.000088,0.000718,0.001369,0.000076,5.516000,2,74,-2752864.119000,2000000,2000.000000
1000,1000000,1000,3.121080,0.003121,1.168645,0.001169,2000000,2000.000000,0.002698,0.004400,0.000087,0.000708,0.001385,0.000078,5.440000,2,86,5277.150000,2000000,2000.000000
1000,1000000,1000,3.101771,0.003102,1.154360,0.001154,2000000,2000.000000,0.002745,0.004346,0.000085,0.000748,0.001332,0.000075,5.528000,2,132,-2758705.677000,2000000,2000.000000
1000,1000000,1000,3.101904,0.003102,1.156831,0.001157,2000000,2000.000000,0.002716,0.004365,0.000085,0.000721,0.001356,0.000074,5.662000,2,110,6396.017000,2000000,2000.000000
1000,1000000,1000,3.113793,0.003114,1.163098,0.001163,2000000,2000.000000,0.002715,0.004523,0.000084,0.000729,0.001349,0.000072,5.134000,2,76,-2561620.317000,2000000,2000.000000
1000,1000000,1000,3.125683,0.003126,1.169372,0.001169,2000000,2000.000000,0.002820,0.005559,0.000103,0.000769,0.001349,0.000070,5.356000,2,92,5559.872000,2000000,2000.000000
1000,1000000,1000,3.117603,0.003118,1.165558,0.001166,2000000,2000.000000,0.002728,0.004659,0.000085,0.000762,0.001350,0.000072,5.454000,2,116,-2721313.959000,2000000,2000.000000
1000,1000000,1000,3.130461,0.003130,1.175883,0.001176,2000000,2000.000000,0.002750,0.005225,0.000096,0.000782,0.001442,0.000069,5.850000,2,116,6077.926000,2000000,2000.000000
1000,1000000,1000,3.119467,0.003119,1.164962,0.001165,2000000,2000.000000,0.002701,0.004733,0.000093,0.000715,0.001388,0.000076,5.388000,2,114,-2688518.749000,2000000,2000.000000
1000,1000000,1000,3.121768,0.003122,1.168618,0.001169,2000000,2000.000000,0.002808,0.005705,0.000109,0.000798,0.001524,0.000071,5.160000,2,88,4969.405000,2000000,2000.000000
1000,1000000,1000,3.147725,0.003148,1.180685,0.001181,2000000,2000.000000,0.002763,0.006614,0.000242,0.000747,0.003764,0.000162,5.768000,2,90,-2878257.165000,2000000,2000.000000
1000,1000000,1000,3.135095,0.003135,1.176530,0.001177,2000000,2000.000000,0.002833,0.005615,0.000104,0.000777,0.001540,0.000068,5.296000,2,100,5214.869000,2000000,2000.000000
1000,1000000,1000,3.123498,0.003123,1.169690,0.001170,2000000,2000.000000,0.002684,0.004304,0.000082,0.000718,0.001448,0.000073,5.840000,2,96,-2914109.664000,2000000,2000.000000
1000,1000000,1000,3.121113,0.003121,1.167789,0.001168,2000000,2000.000000,0.002736,0.004270,0.000085,0.000746,0.001415,0.000075,5.422000,2,116,5951.411000,2000000,2000.000000
1000,1000000,1000,3.112264,0.003112,1.162812,0.001163,2000000,2000.000000,0.002756,0.004706,0.000094,0.000748,0.001367,0.000078,5.366000,2,176,-2677911.421000,2000000,2000.000000
1000,1000000,1000,3.118204,0.003118,1.166232,0.001166,2000000,2000.000000,0.002849,0.005604,0.000110,0.000798,0.001484,0.000078,5.208000,2,92,5824.154000,2000000,2000.000000
1000,1000000,1000,3.138196,0.003138,1.173486,0.001173,2000000,2000.000000,0.002683,0.004342,0.000089,0.000715,0.001352,0.000075,5.594000,2,96,-2791689.284000,2000000,2000.000000
1000,1000000,1000,3.139880,0.003140,1.177462,0.001177,2000000,2000.000000,0.002695,0.006763,0.000218,0.000723,0.003124,0.000125,5.188000,2,104,4896.691000,2000000,2000.000000
1000,1000000,1000,3.122284,0.003122,1.170379,0.001170,2000000,2000.000000,0.002704,0.004502,0.000087,0.000735,0.001363,0.000074,5.196000,2,82,-2592361.789000,2000000,2000.000000
1000,1000000,1000,3.122349,0.003122,1.170896,0.001171,2000000,2000.000000,0.002750,0.004906,0.000092,0.000738,0.001352,0.000070,5.580000,2,104,6051.034000,2000000,2000.000000
1000,1000000,1000,3.125902,0.003126,1.170177,0.001170,2000000,2000.000000,0.002839,0.004928,0.000094,0.000781,0.001413,0.000072,5.446000,2,100,-2717348.180000,2000000,2000.000000
1000,1000000,1000,3.109750,0.003110,1.159641,0.001160,2000000,2000.000000,0.002705,0.004470,0.000088,0.000729,0.001396,0.000079,5.086000,2,108,5205.577000,2000000,2000.000000
1000,1000000,1000,3.121515,0.003122,1.166123,0.001166,2000000,2000.000000,0.002698,0.004633,0.000085,0.000728,0.001377,0.000070,5.512000,2,142,-2750642.319000,2000000,2000.000000
1000,1000000,1000,3.146361,0.003146,1.180638,0.001181,2000000,2000.000000,0.002741,0.008530,0.000243,0.000736,0.003128,0.000125,5.556000,2,138,5468.248000,2000000,2000.000000
1000,1000000,1000,3.122065,0.003122,1.169182,0.001169,2000000,2000.000000,0.002725,0.004212,0.000084,0.000742,0.001364,0.000076,5.498000,2,112,-2743926.186000,2000000,2000.000000
1000,1000000,1000,3.119017,0.003119,1.168635,0.001169,2000000,2000.000000,0.002711,0.004224,0.000087,0.000758,0.001398,0.000078,5.396000,2,94,5046.200000,2000000,2000.000000
1000,1000000,1000,3.143433,0.003143,1.176349,0.001176,2000000,2000.000000,0.002675,0.004082,0.000064,0.000690,0.001371,0.000061,5.074000,2,100,-2531385.964000,2000000,2000.000000
1500,2250000,1500,10.504361,0.007003,3.828512,0.002552,4500000,3000.000000,0.006180,0.010070,0.000197,0.001667,0.003188,0.000163,5.961333,2,144,9534.755333,4500000,3000.000000
1500,2250000,1500,10.487782,0.006992,3.821009,0.002547,4500000,3000.000000,0.006295,0.012497,0.000207,0.001744,0.004273,0.000156,5.522667,2,134,-6204808.030667,4500000,3000.000000
1500,2250000,1500,10.510320,0.007007,3.838970,0.002559,4500000,3000.000000,0.006325,0.010481,0.000168,0.001664,0.003325,0.000135,5.174667,2,110,7432.729333,4500000,3000.000000
1500,2250000,1500,10.492137,0.006995,3.821917,0.002548,4500000,3000.000000,0.006149,0.010535,0.000171,0.001661,0.002888,0.000140,5.462667,2,120,-6137633.124000,4500000,3000.000000
1500,2250000,1500,10.535363,0.007024,3.851002,0.002567,4500000,3000.000000,0.006195,0.010566,0.000176,0.001661,0.002915,0.000134,5.997333,2,120,8520.787333,4500000,3000.000000
1500,2250000,1500,10.559695,0.007040,3.857816,0.002572,4500000,3000.000000,0.006149,0.013550,0.000337,0.001667,0.006200,0.000210,5.457333,2,128,-6129933.548000,4500000,3000.000000
1500,2250000,1500,10.512985,0.007009,3.843415,0.002562,4500000,3000.000000,0.006413,0.014783,0.000245,0.001771,0.004595,0.000148,5.644000,2,196,9113.235333,4500000,3000.000000
1500,2250000,1500,10.504561,0.007003,3.835757,0.002557,4500000,3000.000000,0.006176,0.010316,0.000166,0.001668,0.003029,0.000141,5.438667,2,142,-6110038.771333,4500000,3000.000000
1500,2250000,1500,10.528399,0.007019,3.844734,0.002563,4500000,3000.000000,0.006156,0.010069,0.000186,0.001660,0.003135,0.000152,5.817333,2,136,8736.084000,4500000,3000.000000
1500,2250000,1500,10.514845,0.007010,3.843969,0.002563,4500000,3000.000000,0.006164,0.010263,0.000156,0.001664,0.002979,0.000129,5.768000,2,120,-6480656.692667,4500000,3000.000000
1500,2250000,1500,10.504914,0.007003,3.832752,0.002555,4500000,3000.000000,0.006162,0.010388,0.000168,0.001656,0.002980,0.000138,5.693333,2,164,8549.632000,4500000,3000.000000
1500,2250000,1500,10.978167,0.007319,4.065575,0.002710,4500000,3000.000000,0.006152,0.019190,0.000634,0.001642,0.006048,0.000336,5.778667,2,130,-6491680.962667,4500000,3000.000000
1500,2250000,1500,10.647374,0.007098,3.922959,0.002615,4500000,3000.000000,0.006337,0.018090,0.000348,0.001702,0.005932,0.000196,5.818667,2,194,8126.594000,4500000,3000.000000
1500,2250000,1500,10.651692,0.007101,3.922454,0.002615,4500000,3000.000000,0.006488,0.010773,0.000227,0.001783,0.003425,0.000174,5.384000,2,174,-6048594.364000,4500000,3000.000000
1500,2250000,1500,10.689588,0.007126,3.935602,0.002624,4500000,3000.000000,0.006568,0.011778,0.000216,0.001805,0.003218,0.000160,5.942667,2,136,8711.458000,4500000,3000.000000
1500,2250000,1500,10.661158,0.007107,3.922322,0.002615,4500000,3000.000000,0.006587,0.014992,0.000286,0.001841,0.005966,0.000199,5.409333,2,128,-6077698.102000,4500000,3000.000000
1500,2250000,1500,10.614994,0.007077,3.903192,0.002602,4500000,3000.000000,0.006275,0.011875,0.000217,0.001736,0.003524,0.000173,5.414667,2,82,8134.271333,4500000,3000.000000
1500,2250000,1500,10.635007,0.007090,3.911882,0.002608,4500000,3000.000000,0.006340,0.010449,0.000198,0.001827,0.004074,0.000166,5.456000,2,98,-6129674.007333,4500000,3000.000000
1500,2250000,1500,10.670955,0.007114,3.928310,0.002619,4500000,3000.000000,0.006540,0.010836,0.000197,0.001957,0.003098,0.000150,5.537333,2,110,8162.982667,4500000,3000.000000
1500,2250000,1500,10.655534,0.007104,3.925984,0.002617,4500000,3000.000000,0.006227,0.019440,0.000396,0.001672,0.008569,0.000234,5.482667,2,128,-6159587.284000,4500000,3000.000000
1500,2250000,1500,10.653426,0.007102,3.928374,0.002619,4500000,3000.000000,0.006165,0.010454,0.000175,0.001660,0.003169,0.000151,5.944000,2,120,8478.742667,4500000,3000.000000
1500,2250000,1500,10.648170,0.007099,3.926522,0.002618,4500000,3000.000000,0.006212,0.014480,0.000312,0.001684,0.009323,0.000230,5.770667,2,122,-6483852.853333,4500000,3000.000000
1500,2250000,1500,10.621461,0.007081,3.916373,0.002611,4500000,3000.000000,0.006311,0.011746,0.000201,0.001821,0.003325,0.000156,6.326667,2,150,9707.348000,4500000,3000.000000
1500,2250000,1500,10.644829,0.007097,3.925327,0.002617,4500000,3000.000000,0.006301,0.010837,0.000228,0.001743,0.005140,0.000174,5.644000,2,178,-6341283.559333,4500000,3000.000000
1500,2250000,1500,10.629163,0.007086,3.913970,0.002609,4500000,3000.000000,0.006298,0.010875,0.000200,0.001771,0.003223,0.000167,5.444000,2,104,7387.393333,4500000,3000.000000
1500,2250000,1500,10.718698,0.007146,3.964868,0.002643,4500000,3000.000000,0.006324,0.018287,0.000705,0.001839,0.009097,0.000397,5.356000,2,126,-6016784.069333,4500000,3000.000000
1500,2250000,1500,10.615336,0.007077,3.905185,0.002603,4500000,3000.000000,0.006210,0.010577,0.000201,0.001666,0.003260,0.000173,5.552000,2,150,7597.296667,4500000,3000.000000
1500,2250000,1500,10.623602,0.007082,3.909605,0.002606,4500000,3000.000000,0.006332,0.010756,0.000189,0.001758,0.003070,0.000156,5.604000,2,134,-6296143.509333,4500000,3000.000000
1500,2250000,1500,10.678686,0.007119,3.937502,0.002625,4500000,3000.000000,0.006327,0.013441,0.000292,0.001810,0.006088,0.000205,5.316000,2,120,7709.878667,4500000,3000.000000
1500,2250000,1500,10.623914,0.007083,3.910344,0.002607,4500000,3000.000000,0.006277,0.010619,0.000188,0.001765,0.003097,0.000159,5.709333,2,118,-6414547.332667,4500000,3000.000000
3000,9000000,3000,81.892514,0.027298,28.341682,0.009447,18000000,6000.000000,0.023923,0.045048,0.000618,0.005688,0.016618,0.000374,5.765333,2,198,15792.558333,18000000,6000.000000
3000,9000000,3000,82.030661,0.027344,28.200423,0.009400,18000000,6000.000000,0.023228,0.041873,0.000844,0.005726,0.020266,0.000417,5.928667,2,208,17894.495333,18000000,6000.000000
3000,9000000,3000,81.604621,0.027202,27.998117,0.009333,18000000,6000.000000,0.023498,0.054051,0.000910,0.005664,0.027607,0.000535,5.866000,2,226,-26380290.431000,18000000,6000.000000
3000,9000000,3000,82.926688,0.027642,28.659818,0.009553,18000000,6000.000000,0.023703,0.058947,0.001114,0.005938,0.015809,0.000543,6.065333,2,176,20382.748333,18000000,6000.000000
3000,9000000,3000,84.062592,0.028021,29.117652,0.009706,18000000,6000.000000,0.023968,0.059295,0.001533,0.005992,0.027305,0.000853,5.680667,2,210,-25546626.759333,18000000,6000.000000
3000,9000000,3000,86.696345,0.028899,30.215157,0.010072,18000000,6000.000000,0.026192,0.070059,0.002109,0.006796,0.030333,0.001102,5.852000,2,212,18173.439333,18000000,6000.000000
3000,9000000,3000,84.746815,0.028249,29.350419,0.009783,18000000,6000.000000,0.025258,0.051144,0.001293,0.006207,0.032426,0.000636,6.186667,2,200,-27820688.359000,18000000,6000.000000
3000,9000000,3000,89.506049,0.029835,31.649742,0.010550,18000000,6000.000000,0.024221,0.049302,0.001280,0.006051,0.023816,0.000735,6.227333,2,206,21599.725333,18000000,6000.000000
3000,9000000,3000,88.657611,0.029553,31.193816,0.010398,18000000,6000.000000,0.025704,0.047736,0.000890,0.006220,0.025959,0.000595,5.983333,2,180,-26907543.511000,18000000,6000.000000
3000,9000000,3000,89.414290,0.029805,31.547967,0.010516,18000000,6000.000000,0.025469,0.051747,0.000965,0.006504,0.031598,0.000657,5.940667,2,142,17506.130667,18000000,6000.000000
3000,9000000,3000,90.585874,0.030195,32.111393,0.010704,18000000,6000.000000,0.025728,0.093655,0.002977,0.006333,0.030028,0.001358,6.024667,2,214,-27092033.411667,18000000,6000.000000
3000,9000000,3000,89.644234,0.029881,31.709092,0.010570,18000000,6000.000000,0.025571,0.103434,0.001975,0.006316,0.071073,0.001338,6.176000,2,138,20621.571000,18000000,6000.000000
3000,9000000,3000,90.891429,0.030297,32.220047,0.010740,18000000,6000.000000,0.025951,0.054220,0.000888,0.006293,0.017309,0.000563,5.881333,2,172,-26448477.261333,18000000,6000.000000
3000,9000000,3000,90.592772,0.030198,32.157363,0.010719,18000000,6000.000000,0.026103,0.119913,0.002254,0.006842,0.071206,0.001460,5.781333,2,246,16271.034667,18000000,6000.000000
3000,9000000,3000,89.469448,0.029823,31.597989,0.010533,18000000,6000.000000,0.025861,0.039030,0.000710,0.006434,0.014814,0.000490,5.944000,2,170,-26729236.259333,18000000,6000.000000
3000,9000000,3000,89.766713,0.029922,31.749106,0.010583,18000000,6000.000000,0.025665,0.048232,0.001100,0.006252,0.021436,0.000605,5.988000,2,206,19275.627000,18000000,6000.000000
3000,9000000,3000,89.422601,0.029808,31.514702,0.010505,18000000,6000.000000,0.025301,0.047462,0.000755,0.006282,0.021978,0.000518,5.713333,2,150,-25692531.629000,18000000,6000.000000
3000,9000000,3000,90.390701,0.030130,32.110745,0.010704,18000000,6000.000000,0.025965,0.063418,0.001797,0.006729,0.034938,0.001156,5.926000,2,310,17549.026333,18000000,6000.000000
3000,9000000,3000,90.475966,0.030159,32.098335,0.010699,18000000,6000.000000,0.025824,0.044022,0.000682,0.006692,0.018641,0.000492,5.790667,2,166,-26041382.144000,18000000,6000.000000
3000,9000000,3000,90.997825,0.030333,32.259877,0.010753,18000000,6000.000000,0.026956,0.070339,0.001634,0.007272,0.043202,0.000938,6.172000,2,164,18671.559667,18000000,6000.000000
3000,9000000,3000,89.551686,0.029851,31.493816,0.010498,18000000,6000.000000,0.025887,0.044922,0.000885,0.006668,0.016589,0.000508,5.926667,2,182,-26653014.452333,18000000,6000.000000
3000,9000000,3000,90.236193,0.030079,31.913118,0.010638,18000000,6000.000000,0.026710,0.045945,0.000879,0.007425,0.018339,0.000492,5.932667,2,230,17220.053333,18000000,6000.000000
3000,9000000,3000,90.311298,0.030104,32.002237,0.010667,18000000,6000.000000,0.025360,0.052579,0.001286,0.006337,0.031141,0.000904,6.252000,2,180,-28116495.872000,18000000,6000.000000
3000,9000000,3000,90.686718,0.030229,32.217588,0.010739,18000000,6000.000000,0.026382,0.058407,0.001270,0.006971,0.029879,0.000832,5.805333,2,160,17193.932667,18000000,6000.000000
3000,9000000,3000,88.414853,0.029472,31.044449,0.010348,18000000,6000.000000,0.025664,0.052250,0.000855,0.006674,0.015532,0.000449,5.805333,2,192,-26106086.382667,18000000,6000.000000
3000,9000000,3000,88.776676,0.029592,31.267402,0.010422,18000000,6000.000000,0.025535,0.049838,0.000980,0.006230,0.023966,0.000591,6.222667,2,230,19078.587333,18000000,6000.000000
3000,9000000,3000,89.514501,0.029838,31.604782,0.010535,18000000,6000.000000,0.025987,0.041381,0.000841,0.006858,0.016749,0.000557,6.312000,2,242,-28384778.912333,18000000,6000.000000
3000,9000000,3000,89.268481,0.029756,31.530449,0.010510,18000000,6000.000000,0.025871,0.052493,0.001217,0.006722,0.032710,0.000708,6.327333,2,218,18929.839000,18000000,6000.000000
3000,9000000,3000,89.308046,0.029769,31.476446,0.010492,18000000,6000.000000,0.025809,0.053528,0.001038,0.006724,0.031476,0.000660,5.976000,2,224,-26872802.625333,18000000,6000.000000
